,text,sentiment
354919,"@Jonasbrothers I really wanted to watch it but it was at 1am in the UK and i didnt wake up when i was supposed to, to watch it ",negative
910843,Happy mothers day to all the mums! ,positive
651157,"@Pora1 no, it's just another Media24 casualty  not sure if it's a true reflection of the magazine industry as a whole",negative
1081630,@ElwoodJBlues lmao! kanpai to that! ,positive
1059650,job then car ,positive
702124,WHERE IS HIM WHERE IS HIM WHERE IS HIM WHERE IS HIM WHERE IS HIM ,negative
1313322,Night everyone.  love you guys.,positive
832513,played mahjong the whole day! ,positive
973384,@jimmiefisher that actually made me LOL ,positive
980717,@shyxpie i love you baby ,positive
615107,i should learn how to manage my money better...or I'll stay broke ,negative
1036682,@taylorswift13 and just yesterday you were telling us to run!! ,positive
1129662,@JennaSic I was just lamenting Roba Dolce on Thayer closing without letting me take over and peddle ice cream for the summer ,positive
1188629,@mitchy1441 ooh...my twitter was broken but then it seems to be working so i was expressing my twitterjoy ,positive
1312761,@jasperparsnip dont forget the deep breaths too  lol,positive
771428,@lilandtedsmum I know  can last for 2 weeks hope it's gone soon!!,negative
578786,@Stefni127 hey lovely. What's with the  face????????,negative
308776,"@scooprandell ~ Sorry, truly sorry your mom died ~ ",negative
224942,Certain times of the night bring in the most people and it's then that this happens quite FREQUENTLY lately!!!  ,negative
170355,Its so cold! I wish @shelby_says or @tattoos1985 were here to cuddle with me ,negative
608320,@SnoopyScenester  I love you ,negative
1012314,@nuttycow Lynne! She's a behaviour expert. Glad you watched. ,positive
676547,"I want some tea but I'm out  Ah well, bedtime.",negative
1521587,@louisajanee Lol i go on facebook too but i think twitter is way better   im 17 male lol and i wil put a proper pic on later k.,positive
44179,@Calzer whoaaaaaaaaaaaaaa! I missed it yesterday  I'm guessing he was in the band though?,negative
168466,@misamille Where are u  miss you I hope you are doing well *sending big hugs*,negative
166129,i know im wrong .. just give me one more chance   sEnti .. :],negative
22445,"The beautiful weather was great while it lasted; back to cloudy, gray, &amp; rainy today. ",negative
914168,Selling artwork+ risk game with the boys+ startrek= just what i needed. What a good day ,positive
97822,@NattyMcElls tis weird! Have a few friends that r really lovely feisty women... with bastard BFsthat treat em like crap!! dont make sense ,negative
146706,"@mbullshit i'm actually writing this on my ps3, some functions, like that one, doesn't work while surfing on it... ",negative
220468,in Boston today...did the tourist thing and went to &quot;Cheers&quot;. Nobody knew my name ,negative
366995,@_huny so typical ,negative
1241361,@ashleykbrown ps. her new video for paparazzi is craaaaazy! and hot ,positive
961247,I Have Just Got Back From Pommy And Went To Primark With Some Of My Friends And Loved Every Second!! ,positive
285990,"No Aquaman for help, tweeps. Atlantis is floating on the waters of the Pacific. And it's being decommissioned by the IOA. ",negative
667232,I fucking hate laundry. ,negative
826147,"@ramereth @MickHD As disgusting as it looks, it tastes quite good  Including the Motrin (tropical punch flavor!) lol",positive
427715,Not liking Ninet's new single ,negative
283228,Still feeling very sick today.     But too much work to do to call in sick.,negative
1544361,"Wooooooot!!! Gianna event the 25th of Juli, when I'm in Italy doing a mini-ontheroad for fun, we'll make that our last stop ",positive
24741,So much work to do... ,negative
1304085,@just_another_1 i'll send u one ,positive
583028,My air horn failed  HAHA~,negative
503923,And it's not even promoting a good Squidoo page ,negative
388794,Just woke up.  I wish this cold would be over.  ,negative
91548,ChaCha-ing my life away... Can't go to bonnaroo anymore because i don't have a job  so lets make money for 10 cents a text!,negative
1110554,is taking much advantage of the radio and awesome breeze as the windows are open and we are in full throttle on our cleaning day ,positive
989238,"Happy after great weekend online for sales. Keep up the good work.... oh yes, I will!! ",positive
1422707,"Family time, I missed these days ",positive
14966,@michaelfidler  beach!!  Which one. I am so jealous.  The ocean beach is always super windy ,negative
1529334,@Raftery @Rogcar2 @Rogcar3 - GROUP HUG! ,positive
1432976,bought water colours at longs ,positive
1123588,Is pleased as a peach to see his folks. ,positive
428879,"Uh oh. The Lioness just woke up with a cough! Seems fine, but I'm new to the sick thing. My Bestie is visiting Wednesday too ",negative
1547630,"@hellomattwalker oh how could you? :'( I hate my life now ;)I know, as soon as i sent it i noticed lol  i'm not being pissy, i forgot ur x",positive
288867,@TiffanySaucyPR At the plantation ,negative
470978,@jayadore my msn cut out  and it is not starting up again. i hate technology.,negative
1307760,"@viviansessoms I am here already!  Front of stage, to the right side. We will try and find each other. Get your butt up!!",positive
373017,robbery at work last night. going in tmrw to help out. why must there be bad people? ,negative
1179150,Congratulations to ALL GRADUATES from Class of 2009! U earned it n r RESPECTED! Show the world what U got! Its ur time! Enjoy SUCCESS! ,positive
1351995,@StraberryKisses oh kool r u goin on holiday to france    love ya youtube vids btw keep them comin xxx,positive
192520,I think its bedtime community service at 7:30 ,negative
1078699,Heading back to the R.C. tomorrow.  Great vacation.  ,positive
1264174,@stephtiger3 I hear ya girl   I am on here off &amp; on.  I am a Joe Mac girl ALL the way and the others are pretty hot as well ,positive
573027,Sonique is ill &amp; has pulled out of college summer ball  replacing her will be.... Maximo Park! Not bad! Fri/Sat is gonna be ace/messy,negative
319489,so the OD lecturing today is the top state cop in drug issues. So interesting! Then work later ,negative
157534,I'm in limbo and I'm beginning to wonder if I should even care or waste my time ,negative
452736,"Due to damage on the disk a 15 minute chunk of the movie isn't watchable. It's a very, very good movie too ",negative
314062,Trying to fix my sunglasses with glue. Both my favorite big ass white pairs are broken! ,negative
670209,@tommcfly i hate jumping on the spikey things ,negative
904852,@xHayleeey no.1 dont really mean anything to me anymore :L it did when good old top of the pops was on every sat or friday or something ,positive
569508,Oops. My avatar's gone completely green! Looks like it doesn't work with animated GIFs... ,negative
191878,@yelyahwilliams noooo!! dont shave your head  your hair is to pretty ,negative
501450,@Forager  that's no good. Hope the surgery goes well x,negative
1201465,"Waiting for Luna to finish downloading, and procrastinating my studies for the finals.  Joy joy ",positive
1173509,let-it-di is back up and running!  i missed my little diptych updates!!,positive
82814,@a_l_e_x_x http://twitpic.com/4v6vi - nice pisture. But not so nice when it's above you're house is ,negative
587644,"@j_bernhart sadly, not yet! i've been changing my flight one day at a time because i have yet to hear back ",negative
288548,"is gonna hang out with Carissa today, girls night in, she needs it, poor thing ",negative
937544,@MissxMarisa You poor woman. You should carry around pepper spray from now on. ,positive
534900,Misses steph already ,negative
451475,"It was nothin, this show never fails to dissapoint ",negative
142255,MY INTERNET IS UNUSUALLY SLOW ,negative
732544,I'm sooo tired.. Feel  like ****.... Gotta finish ICT today ! It keeps haunting me..  ,negative
483389,Looks like the weather is gonna suck all week  midsummer indoors?,negative
1054901,I've got the butterflies. ,positive
478253,i am pretty sure i have swine flu  woohooo one test left thennn its britney time on friday.... SYKED,negative
415836,oh man..I wish i could sing... ,negative
1271633,ok tonight on THE FARM CAMP......more drama my life is lyk a big pile of drama but oh well......hehe ,positive
1173439,@keira88 good i added you  ^^ #chesterday,positive
763448,"Irony. In IEEE HQ, basement room named &quot;Morse&quot; pictures of Edison, Marconi, wireless pioneers.... WiFi but no cell reception down here ",negative
820281,"@GottaLaff I'm doing okay.  Surgery on the 29th, a couple weeks to recoup, and I should be better than ever. ;-)",positive
527303,driving to brawley with a fucked up tailbone ,negative
75979,Good morning....at work and i am just not feelin it today. the rain + not much sleep = a horrible day at the job. wanna be sleep!!!!! ,negative
646305,"is considering either kidnapping her dad and taking him to the tmobile store, or opening up her own account. i'm so tired of this. ",negative
537815,I can't get this essay to start ,negative
763440,"@kastner heh, that's how I parses it at first but from context I don't think it was ",negative
1395906,"Follow me! i have cookies lol   hee hee .. nickelback! ' hey hey, i wanna be a PORN star' fair play lol ",positive
519787,Another enventful day of summer school. ,negative
1567457,@yesitsfiasco ok so everybody's stoked about coming to see you play! i just made a reminder on my dry erase board so i won't forget ,positive
24516,@carrielinn83 i don't even want that thought in my head ,negative
800287,"@lapcat Need to send 'em to my accountant tomorrow. Oddly, I wasn't even referring to my taxes. Those are supporting evidence, though. ",positive
1597468,@ivooka12 I'm not telling yet...but I will soon ,positive
68292,"Man, i'm tired of waiting for the cupcake update on my G1 i wish i would of took the road early on and rooted it. Could be running Dev ",negative
1555595,"Some days seem sooo long.   Making a cup of tea, and watching abit of TV before bed. Nite All. Sweet dreams.",positive
1547270,@k3llyt Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,positive
1023084,"going to school this afternoon, then work, then kristens ",positive
901088,@kkkrista only if we can cuddle afterwards. I like to cuddle after turning tricks on van buren ,positive
1323194,I love The Afters ,positive
885043,sunday morning  turning the music on loud and my kitchen is my dancefloor!,positive
1075790,"@HawkonNightWind I've missed me too. No, that wasn't a typo. Anyway, you've been missed as well. Have a great weekend. ",positive
172099,@mj12982  &quot;Bandwidth Limit Exceeded&quot; on your website ,negative
354771,my teeth hurt real bad! ,negative
1320342,@KirstieMAllsopp  happy to help ,positive
